;total_pacotes;total_pacotes_icmp;total_pacotes_udp;total_pacotes_tcp;maior_pacote;menor_pacote;soma_pacotes;total_ips_origem;total_ips_destino;porta_origem_mais_frequente;porta_destino_mais_frequente;has_bot
48;3246;4;687;2440;1514;60;1960983;205;218;80.0;80.0;0
49;2585;5;720;1763;1514;60;1392085;210;226;62860.0;13121.0;0
50;2456;0;877;1532;1514;60;1491724;199;208;62860.0;13121.0;0
51;3034;5;980;1990;1514;60;1843599;225;238;80.0;13121.0;0
52;3686;8;917;2688;1514;60;2268828;227;244;80.0;80.0;0
53;5475;6;1162;4230;1514;60;2990488;226;230;993.0;47926.0;0
54;4716;3;1348;3280;1514;60;3259864;218;233;80.0;80.0;0
55;4494;1;1339;3093;1514;60;3198788;230;225;80.0;80.0;0
56;4729;6;1430;3231;1514;60;3253266;273;302;80.0;80.0;0
57;5049;1;1388;3602;1514;60;3518477;253;242;80.0;43087.0;0
58;4982;5;1372;3521;1514;60;3392832;223;232;80.0;43087.0;0
59;4315;7;1369;2890;1514;60;3030574;209;226;80.0;43087.0;0
60;5752;4;1435;4288;1514;60;3769623;227;232;80.0;47926.0;0
61;4118;2;1422;2610;1514;60;3025908;193;202;80.0;43087.0;0
62;4314;5;1404;2873;1514;60;3084483;213;223;80.0;43087.0;0
63;4283;4;1325;2878;1514;60;3118440;188;191;80.0;43087.0;0
64;4907;3;1399;3414;1514;60;3703590;205;219;80.0;43087.0;0
65;5288;4;1364;3885;1514;60;3981163;194;208;443.0;43087.0;0
66;3949;3;1390;2475;1514;60;2738821;215;221;80.0;43087.0;0
67;3929;6;1385;2502;1514;60;2633976;217;223;80.0;43087.0;0
68;3809;4;1365;2390;1514;60;2678265;216;224;80.0;43087.0;0
69;3978;3;1233;2679;1514;60;2781515;176;182;80.0;43087.0;0
70;3973;3;1248;2683;1514;60;2983323;197;216;80.0;43087.0;0
71;3990;7;1271;2675;1514;60;2688580;227;229;80.0;43087.0;0
72;3878;2;1202;2633;1514;60;2761951;207;200;80.0;80.0;0
73;3713;3;1145;2447;1514;60;2595795;222;234;80.0;43087.0;0
74;3490;6;1232;2206;1514;60;2187651;274;319;80.0;43087.0;0
75;2983;4;1213;1710;1514;60;1732240;240;221;62860.0;43087.0;0
76;5958;4;1370;4544;1514;60;4905138;175;175;80.0;3996.0;0
77;3962;7;1469;2413;1514;60;3151201;210;231;80.0;3996.0;0
78;3021;2;1433;1526;1514;60;2066040;222;250;80.0;43087.0;0
79;2909;5;1354;1504;1514;60;1873173;210;212;62860.0;43087.0;0
80;3375;4;1403;1933;1514;60;2169584;197;206;80.0;43087.0;0
81;3118;3;1333;1740;1514;60;2122331;183;188;80.0;43087.0;0
82;3435;7;1384;2005;1514;60;2417468;201;206;62860.0;43087.0;0
83;4219;4;1414;2695;1514;60;2900366;192;208;80.0;43087.0;0
84;3607;9;1416;2075;1514;60;2496117;206;226;80.0;43087.0;0
85;3396;7;1382;1954;1514;60;2240909;226;224;80.0;43087.0;0
86;3833;11;1313;2440;1514;60;2707764;222;215;80.0;43087.0;0
87;3542;8;1328;2099;1514;60;2342106;210;211;80.0;43087.0;0
88;3959;8;1401;2515;1514;60;2766902;202;213;80.0;43087.0;0
89;3356;6;1343;1930;1514;60;2151423;228;230;80.0;43087.0;0
90;5066;6;1268;3734;1514;60;4254483;186;186;80.0;2052.0;0
91;5647;6;1361;4209;1514;60;4224761;216;217;443.0;443.0;0
92;4569;7;1333;3160;1514;60;3266209;219;241;80.0;80.0;0
93;3323;4;1276;1951;1514;60;2123124;227;223;80.0;43087.0;0
94;4052;2;1513;2437;1514;60;2692978;229;236;80.0;43087.0;0
95;3597;5;1546;1963;1514;60;2450733;240;244;80.0;43087.0;0
96;4445;8;1517;2879;1514;60;3242502;264;257;80.0;43087.0;0
97;3911;5;1373;2493;1514;60;2735341;200;204;80.0;43087.0;0
98;3960;11;1242;2672;1514;60;2824466;204;202;80.0;43087.0;0
99;3101;8;1212;1826;1514;60;1998779;194;187;80.0;43087.0;0
100;3032;13;1147;1786;1514;60;1886216;191;190;62860.0;43087.0;0
101;3118;4;1438;1615;1514;60;2034953;198;201;60146.0;43087.0;0
102;3181;9;1454;1633;1514;60;2244035;182;194;80.0;43087.0;0
103;3028;8;1394;1596;1514;60;2340871;215;213;80.0;43087.0;0
104;3314;22;1292;1902;1514;60;2447925;231;231;80.0;43087.0;0
105;3905;10;1326;2490;1514;60;2803766;194;193;80.0;80.0;0
106;2971;13;1255;1660;1514;60;2110033;183;193;80.0;43087.0;0
107;3310;11;1166;2090;1514;60;2424649;180;181;80.0;43087.0;0
108;3862;9;1260;2536;1514;60;2503690;224;231;80.0;80.0;0
109;4097;3;1444;2583;1514;60;2811638;210;214;80.0;43087.0;0
110;3053;7;1355;1641;1514;60;1997763;175;181;62860.0;43087.0;0
111;3266;3;1305;1900;1514;60;2097983;205;204;62860.0;43087.0;0
112;4400;2;1368;2986;1514;60;3160340;227;224;80.0;43087.0;0
113;3980;3;1405;2535;1514;60;2843840;211;223;80.0;43087.0;0
114;4231;13;1388;2758;1514;60;2961627;217;215;80.0;43087.0;0
115;4140;11;1394;2679;1514;60;2955340;191;189;80.0;43087.0;0
116;3963;6;1420;2465;1514;60;2770974;187;191;80.0;43087.0;0
117;4036;0;1418;2574;1514;60;3027544;179;179;80.0;43087.0;0
118;3468;4;1373;2041;1514;60;2285386;220;231;62860.0;43087.0;0
119;3894;4;1357;2478;1514;60;2674175;171;177;443.0;43087.0;0
120;4739;4;1408;3284;1514;60;3575131;220;223;80.0;43087.0;0
121;4388;2;1339;3005;1514;60;3101051;191;200;80.0;43087.0;0
122;3541;3;1368;2129;1514;60;2255648;184;186;80.0;43087.0;0
123;4380;2;1555;2696;1514;60;2716570;190;201;62860.0;43087.0;0
124;3802;4;1488;2179;1514;60;2428896;211;209;80.0;43087.0;0
125;3849;1;1532;2229;1514;60;2553551;194;218;80.0;43087.0;0
126;3564;5;1393;2121;1514;60;2350404;187;179;62860.0;43087.0;0
127;3077;3;1428;1611;1514;60;2048216;195;192;62860.0;43087.0;0
128;3415;8;1353;1997;1514;60;2286419;190;192;80.0;43087.0;0
129;2904;6;1275;1537;1514;60;1901402;161;165;62860.0;43087.0;0
130;3462;7;1359;2056;1514;60;2274088;204;202;80.0;43087.0;0
131;3342;7;1317;1962;1514;60;2108324;188;198;62860.0;43087.0;0
132;3021;4;1266;1710;1514;60;1959285;138;144;62860.0;43087.0;0
133;3303;4;1273;1969;1514;60;2140718;179;184;80.0;43087.0;0
134;3299;2;1207;2000;1514;60;2109254;200;207;80.0;43087.0;0
135;3627;3;1340;2239;1514;60;2288673;199;200;80.0;43087.0;0
136;3260;6;1362;1841;1514;60;2188145;212;217;80.0;43087.0;0
137;2961;2;1316;1571;1514;60;1958609;175;175;60146.0;43087.0;0
138;3003;4;1339;1610;1514;60;2250471;190;197;80.0;43087.0;0
139;3369;5;1418;1913;1514;60;2420240;197;199;80.0;43087.0;0
140;2934;6;1362;1488;1514;60;1972500;150;151;60146.0;43087.0;0
141;3129;5;1391;1684;1514;60;2062748;182;189;80.0;43087.0;0
142;3047;4;1375;1619;1514;60;1939982;208;232;62860.0;43087.0;0
143;3024;3;1276;1713;1514;60;1946899;194;195;60146.0;43087.0;0
144;2787;8;1200;1511;1514;60;1776514;172;184;60146.0;43087.0;0
145;3035;8;1186;1763;1514;60;1898629;189;186;60146.0;43087.0;0
146;2896;5;1233;1592;1514;60;1859678;211;211;60146.0;43087.0;0
147;2955;5;1249;1667;1514;60;1970650;182;202;80.0;43087.0;0
148;3378;6;1382;1931;1514;60;2210487;243;256;80.0;43087.0;0
149;3484;9;1626;1798;1514;60;2453260;190;207;62860.0;43087.0;0
150;3287;10;1540;1662;1514;60;2335319;182;183;80.0;43087.0;0
151;4746;3;1504;3108;1514;60;3477190;202;207;80.0;80.0;0
152;3754;3;1324;2259;1514;60;2678746;157;173;80.0;43087.0;0
153;3698;2;1510;2126;1514;60;2422851;187;195;80.0;43087.0;0
154;3879;7;1353;2465;1514;60;2843761;189;201;80.0;43087.0;0
155;3615;4;1624;1934;1514;60;2694601;185;204;80.0;43087.0;0
156;3297;8;1493;1718;1514;60;2216916;198;191;80.0;43087.0;0
157;3504;3;1506;1949;1514;60;2314320;178;183;80.0;43087.0;0
158;3233;1;1367;1686;1514;60;2097943;173;180;60146.0;43087.0;0
159;3341;5;1333;1941;1514;60;1963341;189;188;60146.0;43087.0;0
160;3258;2;1436;1761;1514;60;2187197;174;178;62860.0;43087.0;0
161;3622;4;1466;2058;1514;60;2555457;196;206;80.0;43087.0;0
162;2974;2;1409;1521;1514;60;1927247;201;197;60146.0;43087.0;0
163;3432;3;1533;1844;1514;60;2108463;211;216;80.0;43087.0;0
164;3439;5;1351;1765;1514;60;2071654;213;227;62860.0;43087.0;0
165;3338;3;1460;1839;1514;60;2116470;193;188;62860.0;43087.0;0
166;3238;3;1466;1691;1514;60;2116702;180;184;62860.0;43087.0;0
167;3167;4;1504;1619;1514;60;2051264;199;204;60146.0;43087.0;0
168;3330;5;1399;1885;1514;60;2120263;195;204;62860.0;43087.0;0
169;3129;3;1390;1673;1514;60;2115464;221;219;60146.0;43087.0;0
170;3149;4;1351;1684;1514;60;1995556;193;197;80.0;43087.0;0
171;3481;4;1534;1849;1514;60;2219824;214;212;80.0;43087.0;0
172;3726;3;1555;2017;1514;60;2584771;199;206;80.0;43087.0;0
173;3583;7;1514;1914;1514;60;2200835;202;206;60146.0;43087.0;0
174;3489;7;1465;1898;1514;60;2173079;211;217;62860.0;43087.0;0
175;4547;12;1565;2882;1514;60;3036066;238;253;80.0;43087.0;0
176;3568;7;1540;1956;1514;60;2243355;243;264;80.0;43087.0;0
177;3579;4;1571;1930;1514;60;2208500;243;223;62860.0;43087.0;0
178;3182;7;1483;1648;1514;60;2090031;211;207;62860.0;43087.0;0
179;3637;4;1575;1931;1514;60;2272756;211;219;80.0;43087.0;0
180;3499;6;1591;1850;1514;60;2334107;243;248;80.0;43087.0;0
181;2935;1;1407;1439;1514;60;1926513;167;168;62860.0;43087.0;0
182;3422;4;1386;1856;1514;60;2148586;187;201;62860.0;43087.0;0
183;3410;17;1481;1763;1514;60;2180763;187;194;80.0;43087.0;0
184;3209;8;1563;1557;1514;60;1963257;247;266;62860.0;43087.0;0
185;3423;11;1511;1835;1514;60;2158496;241;255;62860.0;43087.0;0
186;3218;8;1369;1755;1514;60;1957389;225;247;62860.0;43087.0;0
187;3670;10;1317;2270;1514;60;2418776;204;190;443.0;43087.0;0
188;2995;7;1304;1626;1514;60;1918128;185;197;62860.0;43087.0;0
189;3164;11;1326;1713;1514;60;1956998;201;200;80.0;43087.0;0
190;6573;2;1231;5242;1514;60;5567048;201;215;80.0;4113.0;0
191;3121;3;1288;1761;1514;60;2081496;220;241;80.0;43087.0;0
192;3339;5;1221;2014;1514;60;2350430;196;191;80.0;43087.0;0
193;2586;8;1177;1358;1514;60;1731038;174;183;60146.0;43087.0;0
194;3095;3;1199;1802;1514;60;1945566;199;206;80.0;43087.0;0
195;3079;7;1242;1750;1514;60;1923059;231;236;62860.0;43087.0;0
196;3060;3;1198;1797;1514;60;1903753;205;211;62860.0;43087.0;0
197;2748;3;1223;1480;1514;60;1730539;177;182;62860.0;43087.0;0
198;2800;2;1245;1520;1514;60;1720454;189;194;62860.0;43087.0;0
199;3330;9;1206;2051;1514;60;2095224;187;195;80.0;43087.0;0
200;2928;6;1144;1734;1514;60;1854600;168;172;62860.0;43087.0;0
201;3215;10;1241;1922;1514;60;2126963;177;181;62860.0;43087.0;0
202;3016;3;1102;1782;1514;60;1734309;190;196;62860.0;43087.0;0
203;4241;6;1034;3180;1514;60;3080785;213;210;80.0;80.0;0
204;3470;10;968;2414;1514;60;2435489;189;196;80.0;80.0;0
205;2996;14;999;1936;1514;60;1760053;203;210;62860.0;13121.0;0
206;3008;11;1019;1917;1514;60;1778067;203;211;62860.0;13121.0;0
207;3851;11;1070;2681;1514;60;2532494;226;235;80.0;80.0;0
208;3072;6;1035;1955;1514;60;1748533;208;209;62860.0;13121.0;0
209;2483;5;1039;1400;1514;60;1450367;164;170;60146.0;43087.0;0
210;3339;4;1053;2239;1514;60;2437292;151;153;80.0;43087.0;0
211;2672;3;1068;1535;1514;60;1503854;184;188;62860.0;43087.0;0
212;4952;1;1043;3769;1514;60;3802317;204;213;80.0;80.0;0
213;3772;4;1068;2492;1514;60;2671203;199;200;80.0;43087.0;0
214;2735;3;1037;1642;1514;60;1595333;205;225;62860.0;43087.0;0
215;2931;4;1060;1788;1514;60;1737646;205;194;62860.0;13121.0;0
216;4031;3;1124;2825;1514;60;2512470;213;240;80.0;80.0;0
217;3998;3;1102;2841;1514;60;2760735;222;218;80.0;13121.0;0
218;4587;5;1055;3484;1514;60;3071751;202;206;80.0;80.0;0
219;4103;10;1193;2843;1514;60;2653862;227;248;80.0;80.0;0
220;2877;2;1099;1713;1514;60;1629977;239;228;62860.0;13121.0;0
221;3529;8;1244;2212;1514;60;2278424;270;307;62860.0;13121.0;0
222;4748;7;1122;3028;1514;60;2641275;217;211;80.0;80.0;0
223;3384;5;1117;2220;1514;60;1957925;221;244;62860.0;13121.0;0
224;3223;12;1110;2052;1514;60;1933426;221;227;80.0;43087.0;0
225;2959;3;1113;1786;1514;60;1770092;204;205;62860.0;43087.0;0
226;2599;1;1138;1385;1514;60;1493757;207;218;60146.0;43087.0;0
227;3107;4;1161;1859;1514;60;1693750;226;240;80.0;43087.0;0
228;2533;3;1071;1420;1514;60;1386255;204;222;60146.0;43087.0;0
229;3124;5;1083;1953;1514;60;1832633;206;206;80.0;43087.0;0
230;2926;11;1123;1688;1514;60;1485488;256;262;60146.0;43087.0;0
231;2612;3;1101;1439;1514;60;1488210;206;207;60146.0;43087.0;0
232;2637;4;1044;1487;1514;60;1410996;191;200;62860.0;13121.0;0
233;2850;6;1091;1669;1514;60;1542863;226;240;62860.0;13121.0;0
234;3012;7;1091;1853;1514;60;1625274;210;212;62860.0;13121.0;0
235;3648;5;1118;2459;1514;60;2113445;224;233;80.0;13121.0;0
236;3787;4;1082;2670;1514;60;2581882;214;220;80.0;80.0;0
237;2849;5;1092;1680;1514;60;1722152;190;208;62860.0;43087.0;0
238;2799;4;1117;1603;1514;60;1546538;218;227;62860.0;43087.0;0
239;2712;5;1169;1495;1514;60;1523070;206;200;62860.0;13121.0;0
240;3582;5;1245;2239;1514;60;2151197;245;261;80.0;43087.0;0
241;3089;7;1335;1681;1514;60;1735700;255;263;62860.0;13121.0;0
242;2836;6;1132;1646;1514;60;1562121;228;242;60146.0;43087.0;0
243;3132;9;1121;1841;1514;60;1594457;214;233;62860.0;43087.0;0
244;3056;6;1162;1840;1514;60;1753574;235;233;62860.0;13121.0;0
245;2860;3;1219;1599;1514;60;1721411;193;221;62860.0;43087.0;0
246;2619;2;1175;1399;1514;60;1537260;196;187;62860.0;43087.0;0
247;2436;3;1288;1104;1514;60;1547946;193;207;60146.0;43087.0;0
248;2341;3;1258;970;1514;60;1455079;176;182;60146.0;43087.0;0
249;2957;7;1406;1510;1514;60;1935160;178;184;60146.0;43087.0;0
250;3634;13;1401;2178;1514;60;2501926;198;206;62860.0;43087.0;0
251;2223;10;875;1278;1514;60;1275361;198;196;62860.0;13121.0;0
252;2607;6;1025;1518;1514;60;1594643;166;164;62860.0;43087.0;0
253;2965;10;1394;1469;1514;60;1785926;195;208;62860.0;43087.0;0
254;3111;5;1345;1714;1514;60;1935687;164;173;62860.0;43087.0;0
255;3018;2;1495;1481;1514;60;1919687;229;237;60146.0;43087.0;0
256;2538;2;1012;1466;1514;60;1418597;210;199;62860.0;43087.0;0
257;2755;2;1261;1450;1514;60;1621319;219;214;62860.0;43087.0;0
258;3384;1;1475;1842;1514;60;2157611;211;213;62860.0;43087.0;0
259;4172;5;1541;2564;1514;60;2898699;237;241;80.0;43087.0;0
260;3659;2;1437;2151;1514;60;2572553;193;201;80.0;43087.0;0
261;4076;4;1572;2453;1514;60;2923799;218;223;80.0;43087.0;0
262;3957;3;1630;2128;1514;60;2553322;207;208;80.0;43087.0;0
263;3514;7;1571;1879;1514;60;2485208;162;176;80.0;43087.0;0
264;3712;3;1564;2066;1514;60;2589881;182;191;80.0;43087.0;0
265;4079;4;1570;2469;1514;60;2967242;184;188;80.0;43087.0;0
266;3416;4;1022;2336;1514;60;2267009;191;196;80.0;43087.0;0
267;4385;8;1191;3078;1514;60;2914049;161;171;80.0;80.0;0
268;3932;8;1597;2268;1514;60;2692306;192;194;80.0;43087.0;0
269;3807;7;1621;2043;1514;60;2502103;204;212;62860.0;43087.0;0
270;3735;4;1589;2095;1514;60;2515527;196;201;80.0;43087.0;0
271;3817;7;1158;2614;1514;60;2646709;195;201;80.0;80.0;0
272;5021;5;1254;3697;1514;60;3364604;235;253;80.0;80.0;0
273;4638;7;1207;3375;1514;60;3212567;205;205;80.0;80.0;0
274;4276;2;1234;2985;1514;60;3009563;195;220;80.0;80.0;0
275;3886;7;1574;2231;1514;60;2539965;198;192;62860.0;43087.0;0
276;4609;4;1736;2802;1514;60;3140450;248;279;80.0;43087.0;0
277;4807;7;1561;3171;1514;60;3241578;239;248;80.0;43087.0;0
278;4697;7;1627;3009;1514;60;3171384;228;238;80.0;43087.0;0
279;6321;9;1594;4540;1514;60;4434830;230;226;80.0;80.0;0
280;4287;10;1602;2557;1514;60;2897628;237;236;80.0;43087.0;0
281;3828;8;1611;2168;1514;60;2616403;204;216;62860.0;43087.0;0
282;3965;11;1634;2254;1514;60;2617023;217;228;62860.0;43087.0;0
283;4362;12;1599;2446;1514;60;2870135;216;230;80.0;43087.0;0
284;4055;9;1593;2353;1514;60;2894544;215;218;80.0;43087.0;0
285;4223;5;1542;2599;1514;60;3187913;203;217;80.0;43087.0;0
286;4664;7;1594;3027;1514;60;3595637;230;252;80.0;43087.0;0
287;4534;4;1591;2901;1514;60;3466165;231;224;80.0;43087.0;0
288;5507;7;1551;3848;1514;60;4112520;236;248;80.0;80.0;0
289;4769;6;1549;3096;1514;60;3670806;202;216;80.0;43087.0;0
290;4861;7;1576;3214;1514;60;3763676;222;242;80.0;43087.0;0
291;5109;5;1677;3317;1514;60;3877790;239;234;80.0;43087.0;0
292;4825;4;1577;3212;1514;60;3649666;197;202;80.0;43087.0;0
293;3960;4;1653;2227;1514;60;2599164;232;255;62860.0;43087.0;0
294;3852;6;1641;2136;1514;60;2358583;218;232;62860.0;43087.0;0
295;3411;5;1697;1670;1514;60;2148999;220;217;62860.0;43087.0;0
296;3707;3;1690;1932;1514;60;2448121;219;222;62860.0;43087.0;0
297;4109;3;1699;2352;1514;60;2769668;227;226;80.0;43087.0;0
298;3680;2;1638;1988;1514;60;2464328;200;209;62860.0;43087.0;0
299;3935;4;1657;2177;1514;60;2646317;190;193;62860.0;43087.0;0
300;3776;7;1717;1984;1514;60;2508997;212;215;62860.0;43087.0;0
301;3623;8;1774;1756;1514;60;2347635;243;271;62860.0;43087.0;0
302;3951;8;1643;2022;1514;60;2366499;240;240;62860.0;43087.0;0
303;4155;11;1639;2412;1514;60;2633256;242;233;62860.0;43087.0;0
304;3395;12;1675;1644;1514;60;2161482;212;231;62860.0;43087.0;0
305;3695;2;1303;2258;1514;60;2210215;252;266;80.0;43087.0;0
306;3444;6;1315;2011;1514;60;2011828;234;239;62860.0;43087.0;0
307;3339;8;1700;1570;1514;60;2184279;194;205;43087.0;43087.0;0
308;3919;8;1636;2189;1514;60;2500216;190;185;43087.0;43087.0;0
309;3758;4;1642;2060;1514;60;2458140;189;200;62860.0;43087.0;0
310;4123;8;1664;2342;1514;60;2799117;205;209;62860.0;43087.0;0
311;4150;5;1650;2414;1514;60;2664959;218;227;62860.0;43087.0;0
312;4418;6;1639;2670;1514;60;3204336;189;195;80.0;43087.0;0
313;3275;4;1632;1583;1514;60;2120124;199;201;62860.0;43087.0;0
314;3718;7;1618;2026;1514;60;2465709;202;216;62860.0;43087.0;0
315;4329;7;1644;2569;1514;60;3060715;199;204;443.0;43087.0;0
316;4477;5;1625;2687;1514;60;3025095;213;218;443.0;43087.0;0
317;4559;3;1653;2745;1514;60;2840119;227;232;80.0;43087.0;0
318;5006;1;1628;3267;1514;60;3448918;210;217;80.0;43087.0;0
319;4691;3;1647;2920;1514;60;3013011;236;234;80.0;43087.0;0
320;4149;1;1684;2407;1514;60;2748537;226;236;80.0;43087.0;0
321;3905;6;1685;2139;1514;60;2266244;236;239;62860.0;43087.0;0
322;4390;8;1618;2641;1514;60;2650133;223;234;62860.0;43087.0;0
323;4468;4;1668;2717;1514;60;3001482;223;233;443.0;43087.0;0
324;3682;10;1570;2019;1514;60;2330478;190;188;62860.0;43087.0;0
325;4074;5;1620;2293;1514;60;2448699;228;226;62860.0;43087.0;0
326;5061;5;1656;3339;1514;60;3043306;215;221;443.0;43087.0;0
327;3946;5;1588;2250;1514;60;2416946;224;231;443.0;43087.0;0
328;3093;7;1515;1509;1514;60;1827578;199;214;60146.0;43087.0;0
329;4656;9;1536;3075;1514;60;2930975;211;217;443.0;43087.0;0
330;3471;6;1276;2131;1514;60;2224704;207;210;80.0;43087.0;0
331;4084;10;986;3008;1514;60;2496594;225;223;443.0;443.0;0
332;3761;8;1408;2257;1514;60;2617600;223;230;443.0;43087.0;0
333;5091;7;1514;3518;1514;60;3384873;240;242;80.0;64680.0;0
334;3684;5;1451;2171;1514;60;2331427;229;234;80.0;43087.0;0
335;9452;6;1506;7861;1514;60;7805586;230;238;80.0;80.0;0
336;6455;4;1413;4989;1514;60;5095776;207;207;80.0;51522.0;0
337;7916;4;1432;6383;1514;60;6670825;216;227;80.0;51522.0;0
338;6655;3;1546;5027;1514;60;5488126;207;214;80.0;53837.0;0
339;5927;4;1626;4248;1514;60;4653215;218;223;80.0;53837.0;0
340;7563;6;1593;5905;1514;60;6420347;217;222;80.0;53837.0;0
341;9849;7;1442;8356;1514;60;8957752;194;203;80.0;53837.0;0
342;6101;6;1422;4541;1514;60;4856201;217;226;80.0;53837.0;0
343;7217;9;1369;5726;1514;60;5845243;226;233;80.0;53837.0;0
344;4934;4;1206;3624;1514;60;3823202;196;200;80.0;53837.0;0
345;5850;3;935;4876;1514;60;4903637;178;179;80.0;53837.0;0
346;9222;2;1429;7720;1514;60;8015267;207;212;80.0;53837.0;0
347;7845;3;1461;6291;1514;60;6721841;192;204;80.0;53837.0;0
348;10602;5;1452;9095;1514;60;10009572;190;201;80.0;53837.0;0
349;6516;3;1403;5050;1514;60;5352751;194;191;80.0;53837.0;0
350;7436;3;1452;5926;1514;60;6327629;210;217;80.0;53837.0;0
351;5553;5;1706;3784;1514;60;4370070;203;209;80.0;53837.0;0
352;5485;4;1644;3722;1514;60;4374746;214;222;80.0;53837.0;0
353;7813;7;1583;6175;1514;60;6964992;169;173;80.0;53837.0;0
354;5986;4;1546;4363;1514;60;5041813;167;173;80.0;53837.0;0
355;11666;5;1607;10032;1514;60;10941161;209;217;80.0;53837.0;0
356;10260;8;1060;9137;1514;60;9211670;227;235;80.0;53837.0;0
357;3690;7;1496;2004;1514;60;2113509;208;211;62860.0;43087.0;0
358;3632;10;1603;1981;1514;60;2253105;211;222;80.0;43087.0;0
359;3705;6;1629;2025;1514;60;2371729;205;208;80.0;43087.0;0
360;3513;15;1693;1745;1514;60;2326071;198;201;80.0;43087.0;0
361;3456;13;1794;1533;1514;60;2227345;218;225;43087.0;43087.0;0
362;3813;9;1729;2006;1514;60;2568061;209;222;80.0;43087.0;0
363;3503;6;1721;1701;1514;60;2319833;199;200;43087.0;43087.0;0
364;3579;5;1755;1776;1514;60;2220273;196;208;43087.0;43087.0;0
365;4142;7;1877;2211;1514;60;2759534;212;221;62860.0;43087.0;0
366;3986;4;1769;2154;1514;60;2637837;194;200;62860.0;43087.0;0
367;3671;1;1753;1841;1514;60;2452671;213;214;62860.0;43087.0;0
368;3420;5;1765;1613;1514;60;2343592;190;202;62860.0;43087.0;0
369;3859;8;1756;2057;1514;60;2715142;185;189;80.0;43087.0;0
370;3571;6;1694;1814;1514;60;2385724;198;209;62860.0;43087.0;0
371;3389;12;1733;1601;1514;60;2280304;201;195;62860.0;43087.0;0
